name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
WEILER-BABB Nick,Male,Germany,Germany,['Basketball'],['Men'],29,Yes,No,0
INCERTI Zac,Male,Australia,Australia,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",28,Yes,Yes,1
HERSHKO Raz,Female,Israel,Israel,['Judo'],"['Women +78 kg', 'Mixed Team']",26,Yes,Yes,1
OGBOGU Chiaka,Female,United States of America,United States of America,['Volleyball'],['Women'],29,Yes,Yes,1
TYLER Carson,Male,United States of America,United States of America,['Diving'],"[""Men's 10m Platform"", ""Men's 3m Springboard""]",20,No,No,0
ZIMMERMANN Sonja,Female,Germany,Germany,['Hockey'],['Women'],25,Yes,No,0
KWEMOI Ronald,Male,Kenya,Kenya,['Athletics'],"[""Men's 5000m""]",29,Yes,Yes,1
WELLBROCK Florian,Male,Germany,Germany,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",27,Yes,No,0
KENZEL Alina,Female,Germany,Germany,['Athletics'],"[""Women's Shot Put""]",27,Yes,No,0
ASSANI Mikaelle,Female,Germany,Germany,['Athletics'],"[""Women's Long Jump""]",22,Yes,No,0
ESPAR LLAQUET Anni,Female,Spain,Spain,['Water Polo'],['Women'],31,Yes,Yes,1
BUITRAGO Santi,Male,Colombia,Colombia,['Cycling Road'],"[""Men's Road Race""]",25,No,No,0
KLAMER Rachel,Female,Netherlands,Netherlands,['Triathlon'],"[""Women's Individual""]",34,Yes,No,0
AOKI Ryoma,Male,Japan,Japan,['Athletics'],"[""Men's 3000m Steeplechase""]",27,Yes,No,0
METELLUS Philippe Abel,Male,Haiti,Canada,['Judo'],['Men -73 kg'],34,Yes,No,0
ZVEGELJ Isak Ivan,Male,Slovenia,Slovenia,['Rowing'],"[""Men's Single Sculls""]",24,No,No,0
KOMLANVI Akoko,Female,Togo,Togo,['Rowing'],"[""Women's Single Sculls""]",30,Yes,No,0
FEINGOLD Ilay,Male,Israel,Israel,['Football'],['Men'],20,Yes,No,0
LAGAET,Male,France,France,['Breaking'],['B-Boys'],36,No,No,0
VRASTIL Miroslav,Male,Czechia,Czechia,['Rowing'],"[""Lightweight Men's Double Sculls""]",42,Yes,No,0
GHALI Saud,Male,Bahrain,Bahrain,['Swimming'],"[""Men's 200m Breaststroke""]",20,No,No,0
TAKAHASHI Ran,Male,Japan,Japan,['Volleyball'],['Men'],23,Yes,No,0
LAZKANO Oier,Male,Spain,Spain,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",25,No,No,0
AHYE Michelle-Lee,Female,Trinidad and Tobago,Trinidad and Tobago,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",32,No,No,0
SETO Daiya,Male,Japan,Japan,['Swimming'],"[""Men's 200m Individual Medley"", ""Men's 400m Individual Medley""]",30,Yes,No,0
KHOLMATOV Diyor,Male,Uzbekistan,Uzbekistan,['Football'],['Men'],22,Yes,No,0
AGUNDEZ GARCIA Gabriela,Female,Mexico,Mexico,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",24,No,No,0
DURU Joan,Male,France,France,['Surfing'],['Men'],35,No,No,0
PLASSCHAERT Emma,Female,Belgium,Belgium,['Sailing'],"[""Women's Dinghy""]",31,Yes,No,0
SRBIC Tin,Male,Croatia,Croatia,['Artistic Gymnastics'],"['Men', ""Men's Horizontal Bar""]",28,Yes,No,0
CARVALHO JORGE Marcio,Male,Brazil,Brazil,['Equestrian'],"['Eventing Individual', 'Eventing Team']",49,Yes,No,0
BURGHARDT Alexandra,Female,Germany,Germany,['Athletics'],"[""Women's 4 x 100m Relay""]",30,No,Yes,1
PACHECO Isadora,Female,Brazil,Brazil,['Skateboarding'],"[""Women's Park""]",19,No,No,0
ANIOLKOWSKI Stanislaw,Male,Poland,Poland,['Cycling Road'],"[""Men's Road Race""]",27,No,No,0
CARLSON Chris,Male,United States of America,United States of America,['Rowing'],"[""Men's Eight""]",27,Yes,Yes,1
VEENSTRA Manon,Female,Netherlands,Netherlands,['Cycling BMX Racing'],['Women'],26,Yes,Yes,1
XIAO Ruien,Female,Canada,Canada,['Fencing'],"[""Women's Ã‰pÃ©e Individual""]",17,Yes,No,0
DJANKEU NGAMBA Cindy Winner,Female,Refugee Olympic Team,Cameroon,['Boxing'],"[""Women's 75kg""]",26,Yes,Yes,1
EJIM Yvonne,Female,Canada,Canada,['Basketball'],['Women'],22,Yes,No,0
EL BAKKALI Soufiane,Male,Morocco,Morocco,['Athletics'],"[""Men's 3000m Steeplechase""]",28,Yes,Yes,1
LEVI Maddison,Female,Australia,Australia,['Rugby Sevens'],['Women'],22,Yes,No,0
SISSOKO Fode,Male,Mali,Mali,['Athletics'],"[""Men's 100m""]",28,Yes,No,0
ROBAN Handal,Male,St Vincent and the Grenadines,St Vincent and the Grenadines,['Athletics'],"[""Men's 800m""]",22,Yes,No,0
ALBERTO Marta,Female,Angola,Angola,['Handball'],['Women'],29,Yes,No,0
DUSA Matej,Male,Slovakia,Slovakia,['Swimming'],"[""Men's 50m Freestyle""]",24,No,No,0
FELFNER Artur,Male,Ukraine,Ukraine,['Athletics'],"[""Men's Javelin Throw""]",21,Yes,No,0
SCUTTO Assunta,Female,Italy,Italy,['Judo'],"['Women -48 kg', 'Mixed Team']",22,Yes,No,0
MILNE Rielly,Male,United States of America,United States of America,['Rowing'],"[""Men's Eight""]",28,Yes,Yes,1
MORRISON Charlie,Male,New Zealand,New Zealand,['Hockey'],['Men'],21,Yes,No,0
COSTA Rui,Male,Portugal,Portugal,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",38,No,No,0
CHOI Dongyeol,Male,Republic of Korea,Republic of Korea,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",25,Yes,No,0
HUSSEIN LAWEND,Male,Iraq,Iraq,['Football'],['Men'],23,Yes,No,0
VINCIC Dejan,Male,Slovenia,Slovenia,['Volleyball'],['Men'],38,Yes,No,0
HERMOSO Jennifer,Female,Spain,Spain,['Football'],['Women'],34,Yes,No,0
LONGBOTTOM Maurice,Male,Australia,Australia,['Rugby Sevens'],['Men'],29,Yes,No,0
JOHANSSON Axelina,Female,Sweden,Sweden,['Athletics'],"[""Women's Shot Put""]",24,Yes,No,0
DODANLI Emre,Male,TÃ¼rkiye,TÃ¼rkiye,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",22,Yes,No,0
YI Jaegyeong,Male,Republic of Korea,Republic of Korea,['Diving'],"[""Men's 3m Springboard""]",25,Yes,No,0
OZBAS Szofi,Female,Hungary,Hungary,['Judo'],"['Women -63 kg', 'Mixed Team']",23,Yes,No,0
